Days,Queue,RevenuType,Program,Reason,CountryProcessed
1.208784722,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.169027778,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.966446759,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.633761574,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.270555556,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.325162037,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.893368056,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.817210648,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.767569444,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.595162037,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.415405093,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.428657407,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.210833333,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Malaysia
2.342256944,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.239212963,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.966527778,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.062592593,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.036134259,<VL APOC Enterprise>,OTRRR with OLS,Enterprise,Order Transaction Request,Singapore
0.572824074,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.116550926,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.246932870,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.327002315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.194687500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.086678241,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India
0.881805556,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.365023148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.200960648,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
14.280289352,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.002592593,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.982604167,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.259594907,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India
1.068310185,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
15.112222222,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.374166667,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.815636574,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.757928241,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.196631944,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.172812500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.438055556,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.184606481,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
7.989942130,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.192361111,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.707291667,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan
1.107650463,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.703067130,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
5.266238426,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.446759259,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.312245370,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.382986111,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.136469907,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.075960648,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.061099537,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.083229167,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.992453704,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.046273148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan
0.791493056,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.863472222,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.097500000,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.114513889,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.424513889,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.363831019,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.810601852,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.820682870,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.903020833,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.907731481,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.384814815,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.847962963,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.847696759,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.851469907,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.855335648,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.859317130,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.868738426,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.300162037,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.740127315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.754340278,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.377835648,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.173287037,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.165196759,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan
2.160798611,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.058750000,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.431875000,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.724027778,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
16.924398148,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,New Zealand
7.922002315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
8.058854167,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India
0.199652778,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
7.013171296,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
14.001122685,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.477789352,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.158634259,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.036782407,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.245868056,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.096087963,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.495833333,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
11.479629630,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.120763889,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.308796296,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
7.404780093,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.091354167,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.184872685,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.058530093,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.232928241,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.308831019,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.952199074,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.779236111,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.760787037,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
5.471562500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.246030093,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.411481481,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.922245370,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.807870370,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.248796296,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.173530093,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.364398148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.408148148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.052175926,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
3.214722222,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,Singapore
3.633043981,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,India
0.203958333,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.888090278,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.849155093,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.430972222,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.052349537,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.276435185,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.256423611,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.438842593,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.009432870,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.290428241,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.288877315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.272592593,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.997928241,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.145625000,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.029965278,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.219120370,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.492627315,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.219062500,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.946863426,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.344745370,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
13.034456019,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.851296296,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
13.003055556,<VL APOC Enterprise>,Revenue Unknown,Enterprise,Order Transaction Request,Singapore
2.765162037,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.528425926,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.145821759,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.146296296,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.133715278,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.382349537,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.017442130,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.360000000,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
11.893240741,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
9.945011574,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Sri Lanka
0.317337963,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.333692130,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.336377315,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.287766204,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.360682870,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.161273148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.276087963,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.301979167,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.006435185,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.795532407,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.164606481,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,India
0.940266204,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
5.340925926,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.468449074,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.918402778,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.284537037,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
4.066331019,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.356215278,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
0.403877315,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.848888889,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan
0.976701389,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Japan
2.175543981,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.773020833,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.857939815,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.214675926,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.088067130,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.078101852,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.075625000,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.012627315,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.010891204,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.013680556,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.020671296,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.018842593,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.020509259,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.021145833,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.020914352,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.024236111,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.027048611,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.025277778,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.326932870,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.230937500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.510717593,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.131666667,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.115636574,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.926539352,<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.596087963,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.826643519,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.557523148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.143043981,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.938912037,<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.700937500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.965937500,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.029953704,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.124953704,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.215046296,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Australia
0.897337963,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.514398148,<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.986805556,<VL APOC MILO>,Current Revenue,Enterprise,Order Transaction Request,Australia
0.214722222,<VL APOC MILO>,Current Revenue,Enterprise,MILO,Singapore
7.206134259,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,India
6.897199074,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.757418981,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.749317130,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
17.061284722,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
14.294907407,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.517106481,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore
5.191793981,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.979652778,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.776875000,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.942187500,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.233831019,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.080532407,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.118900463,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.163125000,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.833784722,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.087824074,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.939432870,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.873726852,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
3.870543981,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.054456019,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.138750000,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.799120370,<VL APOC Ops Out>,Credit / Rebill,Enterprise,Order Transaction Request,Singapore
3.823472222,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
3.080196759,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.940694444,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.906956019,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.105254630,<VL APOC Ops Out>,Current Revenue,Select Plus,Order Transaction Request,Singapore
2.029212963,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.017083333,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,India
1.981145833,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.883576389,<VL APOC Ops Out>,Current Revenue,Select Plus,Order Transaction Request,Singapore
1.175601852,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.033391204,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.890462963,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.820567130,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.766747685,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
8.901238426,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
14.796203704,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
6.001365741,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
7.750127315,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.475358796,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore
6.880532407,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
2.263287037,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.248645833,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.233125000,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
7.009513889,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
4.471435185,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore
7.267986111,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
7.041550926,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
11.184178241,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
11.015416667,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
10.021076389,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.050358796,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.045405093,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.028391204,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
4.919270833,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.940844907,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.816435185,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
7.008611111,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
5.959259259,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.930659722,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.240752315,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
0.843553241,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.322407407,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.099409722,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
5.709652778,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.063680556,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.827280093,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.696284722,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
4.764270833,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
1.307175926,<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore
4.987326389,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.027604167,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
5.768460648,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.043773148,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.845462963,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
4.777662037,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.944282407,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
3.054918981,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.729201389,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.867326389,<VL APOC Ops Out>,Current Revenue,Select Plus,Order Transaction Request,Singapore
2.766053241,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.344074074,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.073009259,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
2.030312500,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
2.026643519,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
1.016284722,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore
2.039363426,<VL APOC Ops Out>,Current Revenue,SPLA,Order Transaction Request,Singapore
1.923680556,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
1.850324074,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
6.890740741,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.057986111,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore
0.027847222,<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Japan
7.744062500,<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore
